Topic,Problem,Rating,Difficulty Band,Tags,Link,Companies (pattern-relevant)
Dynamic Programming,Prefixes and Suffixes,2000,Very Hard (2000-2200+),"dp, string suffix structures, strings, two pointers",https://codeforces.com/problemset/problem/432/D,"Google, Amazon, Meta, Microsoft"
Dynamic Programming,The least round way,2000,Very Hard (2000-2200+),"dp, math",https://codeforces.com/problemset/problem/2/B,"Google, Amazon, Microsoft, Uber"
Graphs,Bertown roads,2000,Very Hard (2000-2200+),"dfs and similar, graphs",https://codeforces.com/problemset/problem/118/E,"Google, Amazon, Meta, Uber"
Graphs,Directing Edges,2000,Very Hard (2000-2200+),"constructive algorithms, dfs and similar, graphs",https://codeforces.com/problemset/problem/1385/E,"Google, Amazon, Meta, Uber"
Graphs,Jzzhu and Cities,2000,Very Hard (2000-2200+),"graphs, greedy, shortest paths",https://codeforces.com/problemset/problem/449/B,"Google, Amazon, Meta, Uber"
Trees,Passable Paths (hard version),2000,Very Hard (2000-2200+),"data structures, dfs and similar, trees",https://codeforces.com/problemset/problem/1702/G2,"Google, Amazon, Meta, Microsoft"
Trees,Propagating tree,2000,Very Hard (2000-2200+),"data structures, dfs and similar, trees",https://codeforces.com/problemset/problem/383/C,"Google, Amazon, Meta, Microsoft"
Trees,Weights Division (easy version),2000,Very Hard (2000-2200+),"data structures, dfs and similar, greedy, trees",https://codeforces.com/problemset/problem/1399/E1,"Google, Amazon, Meta, Microsoft"
Data Structures,SUM and REPLACE,2000,Very Hard (2000-2200+),"brute force, data structures, dsu, number theory",https://codeforces.com/problemset/problem/920/F,"Google, Amazon, Meta, Apple"
Data Structures,Sereja and Brackets,2000,Very Hard (2000-2200+),"data structures, schedules",https://codeforces.com/problemset/problem/380/C,"Google, Amazon, Meta"
Data Structures,XOR on Segment,2000,Very Hard (2000-2200+),"bitmasks, data structures",https://codeforces.com/problemset/problem/242/E,"Google, Amazon, Meta"
Binary Search,Breaking the Wall,2000,Very Hard (2000-2200+),"binary search, brute force, constructive algorithms, greedy, math",https://codeforces.com/problemset/problem/1674/E,"Google, Amazon, Meta, Uber"
Binary Search,Match Points,2000,Very Hard (2000-2200+),"binary search, greedy, sortings, ternary search, two pointers",https://codeforces.com/problemset/problem/1156/C,"Google, Amazon, Meta, Uber"
Binary Search,Minimizing Difference,2000,Very Hard (2000-2200+),"binary search, constructive algorithms, greedy, sortings, ternary search, two pointers",https://codeforces.com/problemset/problem/1244/E,"Google, Amazon, Meta, Uber"
Two Pointers,Berserk And Fireball,2000,Very Hard (2000-2200+),"constructive algorithms, greedy, implementation, math, two pointers",https://codeforces.com/problemset/problem/1380/D,"Google, Amazon, Meta, Microsoft"
Two Pointers,Local Construction,2000,Very Hard (2000-2200+),"constructive algorithms, dfs and similar, implementation, two pointers",https://codeforces.com/problemset/problem/2103/D,"Google, Amazon, Meta, Microsoft"
Two Pointers,Shuffle,2000,Very Hard (2000-2200+),"combinatorics, math, two pointers",https://codeforces.com/problemset/problem/1622/D,"Google, Amazon, Meta, Uber"
Strings,Compress Words,2000,Very Hard (2000-2200+),"brute force, hashing, implementation, string suffix structures, strings",https://codeforces.com/problemset/problem/1200/E,"Google, Amazon, Meta, Microsoft"
Strings,Non-Palindromic Substring,2000,Very Hard (2000-2200+),"hashing, implementation, math, strings",https://codeforces.com/problemset/problem/1943/B,"Google, Amazon, Meta, Microsoft"
Strings,Reverse,2000,Very Hard (2000-2200+),"bitmasks, constructive algorithms, dfs and similar, implementation, math, strings",https://codeforces.com/problemset/problem/1618/F,"Google, Amazon, Meta, Microsoft"
Greedy,Another Array Problem,2000,Very Hard (2000-2200+),"brute force, constructive algorithms, greedy",https://codeforces.com/problemset/problem/1763/C,"Google, Amazon, Meta, Uber"
Greedy,Make Them Equal,2000,Very Hard (2000-2200+),"constructive algorithms, greedy, math",https://codeforces.com/problemset/problem/1416/B,"Google, Amazon, Uber, Apple"
Greedy,Orac and Medians,2000,Very Hard (2000-2200+),"constructive algorithms, greedy, math",https://codeforces.com/problemset/problem/1349/B,"Google, Amazon, Uber, Apple"
Math,The Football Season,2000,Very Hard (2000-2200+),"brute force, math, number theory",https://codeforces.com/problemset/problem/1244/C,"Google, Amazon, Meta, Uber"
Math,Three Integers,2000,Very Hard (2000-2200+),"brute force, math",https://codeforces.com/problemset/problem/1311/D,"Google, Amazon, Meta, Uber"
Math,Two Divisors,2000,Very Hard (2000-2200+),"constructive algorithms, math, number theory",https://codeforces.com/problemset/problem/1366/D,"Google, Uber, Apple"
Number Theory,Coprime Subsequences,2000,Very Hard (2000-2200+),"bitmasks, combinatorics, number theory",https://codeforces.com/problemset/problem/803/F,"Google, Amazon, Apple"
Number Theory,Digital Root,2000,Very Hard (2000-2200+),number theory,https://codeforces.com/problemset/problem/10/C,"Google, Apple"
Constructive,Engineer Artem,2000,Very Hard (2000-2200+),"2-sat, chinese remainder theorem, constructive algorithms, fft, flows",https://codeforces.com/problemset/problem/1438/C,"Google, Uber"
Constructive,Nastia and a Hidden Permutation,2000,Very Hard (2000-2200+),"constructive algorithms, interactive",https://codeforces.com/problemset/problem/1521/C,"Google, Uber"
Constructive,XOR-gun,2000,Very Hard (2000-2200+),"bitmasks, brute force, constructive algorithms",https://codeforces.com/problemset/problem/1415/D,"Google, Amazon, Meta, Uber"
Union-Find (DSU),Nanami's Digital Board,2000,Very Hard (2000-2200+),"dsu, implementation",https://codeforces.com/problemset/problem/433/D,"Google, Amazon, Meta, Microsoft"
Union-Find (DSU),Weak Memory,2000,Very Hard (2000-2200+),"dfs and similar, dsu",https://codeforces.com/problemset/problem/187/C,"Google, Amazon, Meta"
Bitmasks,Second price auction,2000,Very Hard (2000-2200+),"bitmasks, probabilities",https://codeforces.com/problemset/problem/513/C,"Google, Amazon"
DFS/BFS,Chocolate,2000,Very Hard (2000-2200+),"dfs and similar, implementation",https://codeforces.com/problemset/problem/31/D,"Google, Amazon, Meta, Microsoft"
DFS/BFS,Giving Awards,2000,Very Hard (2000-2200+),dfs and similar,https://codeforces.com/problemset/problem/412/D,"Google, Amazon, Meta"
DFS/BFS,Ice Cave,2000,Very Hard (2000-2200+),dfs and similar,https://codeforces.com/problemset/problem/540/C,"Google, Amazon, Meta"
Combinatorics,Narrow Paths,2000,Very Hard (2000-2200+),"*special, combinatorics",https://codeforces.com/problemset/problem/1958/F,Google
Implementation,Ants,2000,Very Hard (2000-2200+),"brute force, implementation",https://codeforces.com/problemset/problem/317/B,"Amazon, Meta, Microsoft"
Implementation,Polycarp and Snakes,2000,Very Hard (2000-2200+),"brute force, implementation",https://codeforces.com/problemset/problem/1185/E,"Amazon, Meta, Microsoft"
Implementation,Twisted Circuit,2000,Very Hard (2000-2200+),"*special, brute force, implementation",https://codeforces.com/problemset/problem/784/E,"Amazon, Meta, Microsoft"
Brute Force,Captain Marmot,2000,Very Hard (2000-2200+),"brute force, geometry",https://codeforces.com/problemset/problem/474/C,"Google, Amazon, Meta, Uber"
Brute Force,Interactive LowerBound,2000,Very Hard (2000-2200+),"brute force, interactive, probabilities",https://codeforces.com/problemset/problem/843/B,"Google, Amazon, Meta"
Brute Force,Restore Cube ,2000,Very Hard (2000-2200+),"brute force, geometry",https://codeforces.com/problemset/problem/464/B,"Google, Amazon, Meta, Uber"
Dynamic Programming,A and B and Lecture Rooms,2100,Very Hard (2000-2200+),"binary search, data structures, dfs and similar, dp, trees",https://codeforces.com/problemset/problem/519/E,"Google, Amazon, Meta, Microsoft"
Dynamic Programming,Max Median,2100,Very Hard (2000-2200+),"binary search, data structures, dp",https://codeforces.com/problemset/problem/1486/D,"Google, Amazon, Meta, Microsoft"
Dynamic Programming,Tree Painting,2100,Very Hard (2000-2200+),"dfs and similar, dp, trees",https://codeforces.com/problemset/problem/1187/E,"Google, Amazon, Meta, Microsoft"
Graphs,Connected Components?,2100,Very Hard (2000-2200+),"data structures, dfs and similar, dsu, graphs",https://codeforces.com/problemset/problem/920/E,"Google, Amazon, Meta, Uber"
Graphs,Minimum spanning tree for each edge,2100,Very Hard (2000-2200+),"data structures, dfs and similar, dsu, graphs, trees",https://codeforces.com/problemset/problem/609/E,"Google, Amazon, Meta, Microsoft"
Graphs,Water Tree,2100,Very Hard (2000-2200+),"data structures, dfs and similar, graphs, trees",https://codeforces.com/problemset/problem/343/D,"Google, Amazon, Meta, Microsoft"
Trees,Blood Cousins,2100,Very Hard (2000-2200+),"binary search, data structures, dfs and similar, trees",https://codeforces.com/problemset/problem/208/E,"Google, Amazon, Meta, Microsoft"
Trees,Ciel the Commander,2100,Very Hard (2000-2200+),"constructive algorithms, dfs and similar, divide and conquer, greedy, trees",https://codeforces.com/problemset/problem/321/C,"Google, Amazon, Meta, Microsoft"
Trees,New Year Tree,2100,Very Hard (2000-2200+),"bitmasks, data structures, trees",https://codeforces.com/problemset/problem/620/E,"Google, Amazon, Meta, Microsoft"
Data Structures,Ant colony,2100,Very Hard (2000-2200+),"data structures, math, number theory",https://codeforces.com/problemset/problem/474/F,"Google, Amazon, Meta, Uber"
Data Structures,GCD of an Array,2100,Very Hard (2000-2200+),"brute force, data structures, hashing, implementation, math, number theory, sortings, two pointers",https://codeforces.com/problemset/problem/1493/D,"Google, Amazon, Meta, Microsoft"
Data Structures,Remainder Problem,2100,Very Hard (2000-2200+),"brute force, data structures, implementation",https://codeforces.com/problemset/problem/1207/F,"Google, Amazon, Meta, Microsoft"
Binary Search,Gift Set,2100,Very Hard (2000-2200+),"binary search, greedy, math, ternary search",https://codeforces.com/problemset/problem/1538/G,"Google, Amazon, Meta, Uber"
Binary Search,Maximum Value,2100,Very Hard (2000-2200+),"binary search, math, sortings, two pointers",https://codeforces.com/problemset/problem/484/B,"Google, Amazon, Meta, Uber"
Binary Search,Restorer Distance,2100,Very Hard (2000-2200+),"binary search, greedy, math, sortings, ternary search",https://codeforces.com/problemset/problem/1355/E,"Google, Amazon, Meta, Uber"
Two Pointers,Mice,2100,Very Hard (2000-2200+),"greedy, two pointers",https://codeforces.com/problemset/problem/76/B,"Google, Amazon, Meta, Uber"
Two Pointers,Send Boxes to Alice (Hard Version),2100,Very Hard (2000-2200+),"constructive algorithms, greedy, math, number theory, ternary search, two pointers",https://codeforces.com/problemset/problem/1254/B2,"Google, Amazon, Meta, Uber"
Two Pointers,Social Network,2100,Very Hard (2000-2200+),"greedy, two pointers",https://codeforces.com/problemset/problem/524/D,"Google, Amazon, Meta, Uber"
Strings,Grime Zoo,2100,Very Hard (2000-2200+),"brute force, greedy, implementation, strings",https://codeforces.com/problemset/problem/1411/D,"Google, Amazon, Meta, Microsoft"
Strings,Minimax,2100,Very Hard (2000-2200+),"constructive algorithms, greedy, strings",https://codeforces.com/problemset/problem/1530/E,"Google, Amazon, Meta, Uber"
Strings,String,2100,Very Hard (2000-2200+),"brute force, constructive algorithms, hashing, implementation, string suffix structures, strings",https://codeforces.com/problemset/problem/128/B,"Google, Amazon, Meta, Microsoft"
Greedy,Divisibility by 25,2100,Very Hard (2000-2200+),"brute force, greedy",https://codeforces.com/problemset/problem/988/E,"Google, Amazon, Meta, Uber"
Greedy,Segment Intersections,2100,Very Hard (2000-2200+),"brute force, greedy, implementation, math",https://codeforces.com/problemset/problem/1389/D,"Google, Amazon, Meta, Microsoft"
Greedy,The Winter Hike,2100,Very Hard (2000-2200+),"constructive algorithms, greedy, math",https://codeforces.com/problemset/problem/1621/D,"Google, Amazon, Uber, Apple"
Math,Ancient Berland Circus,2100,Very Hard (2000-2200+),"geometry, math",https://codeforces.com/problemset/problem/1/C,"Google, Uber, Apple"
Math,Errich-Tac-Toe (Easy Version),2100,Very Hard (2000-2200+),"constructive algorithms, math",https://codeforces.com/problemset/problem/1450/C1,"Google, Uber, Apple"
Math,Not a Nim Problem,2100,Very Hard (2000-2200+),"brute force, games, math, number theory",https://codeforces.com/problemset/problem/2004/E,"Google, Amazon, Meta, Uber"
Number Theory,Array and Operations,2100,Very Hard (2000-2200+),"flows, graph matchings, number theory",https://codeforces.com/problemset/problem/498/C,"Google, Apple"
Number Theory,GCD Queries ,2100,Very Hard (2000-2200+),"constructive algorithms, interactive, number theory",https://codeforces.com/problemset/problem/1762/D,"Google, Uber, Apple"
Number Theory,Rectangular Congruence,2100,Very Hard (2000-2200+),"constructive algorithms, number theory",https://codeforces.com/problemset/problem/1734/E,"Google, Uber, Apple"
Constructive,Down or Right,2100,Very Hard (2000-2200+),"constructive algorithms, interactive, matrices",https://codeforces.com/problemset/problem/1023/E,"Google, Uber"
Constructive,Swaps Again,2100,Very Hard (2000-2200+),"constructive algorithms, implementation, sortings",https://codeforces.com/problemset/problem/1365/F,"Google, Amazon, Meta, Microsoft"
Constructive,Timofey and rectangles,2100,Very Hard (2000-2200+),"constructive algorithms, geometry",https://codeforces.com/problemset/problem/763/B,"Google, Uber"
Bitmasks,Careful Maneuvering,2100,Very Hard (2000-2200+),"bitmasks, brute force, geometry",https://codeforces.com/problemset/problem/993/C,"Google, Amazon, Meta, Uber"
Bitmasks,Two Pizzas,2100,Very Hard (2000-2200+),"bitmasks, brute force",https://codeforces.com/problemset/problem/1185/F,"Google, Amazon, Meta"
DFS/BFS,Battleship,2100,Very Hard (2000-2200+),"*special, dfs and similar, implementation",https://codeforces.com/problemset/problem/100/H,"Google, Amazon, Meta, Microsoft"
DFS/BFS,Mushroom Strife,2100,Very Hard (2000-2200+),"brute force, dfs and similar",https://codeforces.com/problemset/problem/60/C,"Google, Amazon, Meta"
Combinatorics,Happy Sets,2100,Very Hard (2000-2200+),combinatorics,https://codeforces.com/problemset/problem/1866/H,Google
Combinatorics,Mashmokh and Reverse Operation,2100,Very Hard (2000-2200+),"combinatorics, divide and conquer",https://codeforces.com/problemset/problem/414/C,"Google, Amazon"
Divide & Conquer,More Wrong,2100,Very Hard (2000-2200+),"divide and conquer, interactive",https://codeforces.com/problemset/problem/1856/D,"Google, Amazon"
Sorting,Polygons,2100,Very Hard (2000-2200+),"geometry, sortings",https://codeforces.com/problemset/problem/166/B,"Google, Amazon, Meta, Uber"
Implementation,Chris and Road,2100,Very Hard (2000-2200+),"geometry, implementation",https://codeforces.com/problemset/problem/703/C,"Google, Amazon, Meta, Microsoft"
Implementation,Crosses,2100,Very Hard (2000-2200+),"brute force, implementation",https://codeforces.com/problemset/problem/215/C,"Amazon, Meta, Microsoft"
Implementation,Piet,2100,Very Hard (2000-2200+),implementation,https://codeforces.com/problemset/problem/132/B,"Amazon, Meta, Microsoft"
Brute Force,Elections,2100,Very Hard (2000-2200+),brute force,https://codeforces.com/problemset/problem/457/C,"Amazon, Meta"
Brute Force,Maximal Area Quadrilateral,2100,Very Hard (2000-2200+),"brute force, geometry",https://codeforces.com/problemset/problem/340/B,"Google, Amazon, Meta, Uber"
Dynamic Programming,Compatible Numbers,2200,Very Hard (2000-2200+),"bitmasks, brute force, dfs and similar, dp",https://codeforces.com/problemset/problem/165/E,"Google, Amazon, Meta, Microsoft"
Dynamic Programming,Gerald and Giant Chess,2200,Very Hard (2000-2200+),"combinatorics, dp, math, number theory",https://codeforces.com/problemset/problem/559/C,"Google, Amazon, Microsoft, Uber"
Dynamic Programming,Magic Numbers,2200,Very Hard (2000-2200+),dp,https://codeforces.com/problemset/problem/628/D,"Google, Amazon, Microsoft, Uber"
Graphs,Multiples and Power Differences,2200,Very Hard (2000-2200+),"constructive algorithms, graphs, math, number theory",https://codeforces.com/problemset/problem/1485/D,"Google, Amazon, Meta, Uber"
Graphs,Tree Requests,2200,Very Hard (2000-2200+),"binary search, bitmasks, constructive algorithms, dfs and similar, graphs, trees",https://codeforces.com/problemset/problem/570/D,"Google, Amazon, Meta, Microsoft"
Data Structures,Circular RMQ,2200,Very Hard (2000-2200+),data structures,https://codeforces.com/problemset/problem/52/C,"Google, Amazon, Meta"
Data Structures,Powerful array,2200,Very Hard (2000-2200+),"data structures, implementation, math, two pointers",https://codeforces.com/problemset/problem/86/D,"Google, Amazon, Meta, Microsoft"
Binary Search,Arithmetic Progression,2200,Very Hard (2000-2200+),"binary search, interactive, number theory, probabilities",https://codeforces.com/problemset/problem/1114/E,"Google, Amazon, Meta, Apple"
Binary Search,GukiZ hates Boxes,2200,Very Hard (2000-2200+),"binary search, greedy",https://codeforces.com/problemset/problem/551/C,"Google, Amazon, Meta, Uber"
Binary Search,Nature Reserve,2200,Very Hard (2000-2200+),"binary search, geometry, ternary search",https://codeforces.com/problemset/problem/1059/D,"Google, Amazon, Meta, Uber"
Two Pointers,Kate and imperfection,2200,Very Hard (2000-2200+),"greedy, implementation, math, number theory, sortings, two pointers",https://codeforces.com/problemset/problem/1333/F,"Google, Amazon, Meta, Microsoft"
Two Pointers,Prefixes and Suffixes,2200,Very Hard (2000-2200+),"constructive algorithms, strings, two pointers",https://codeforces.com/problemset/problem/1730/D,"Google, Amazon, Meta, Uber"
Strings,Palindrome Degree,2200,Very Hard (2000-2200+),"hashing, strings",https://codeforces.com/problemset/problem/7/D,"Google, Amazon, Meta"
Strings,Test,2200,Very Hard (2000-2200+),"hashing, strings",https://codeforces.com/problemset/problem/25/E,"Google, Amazon, Meta"
Greedy,Great Vova Wall (Version 1),2200,Very Hard (2000-2200+),"greedy, implementation, math",https://codeforces.com/problemset/problem/1092/D1,"Google, Amazon, Meta, Microsoft"
Math,Magic Stones,2200,Very Hard (2000-2200+),"constructive algorithms, math, sortings",https://codeforces.com/problemset/problem/1110/E,"Google, Amazon, Meta, Uber"
Math,Reverse Card (Hard Version),2200,Very Hard (2000-2200+),"brute force, math, number theory",https://codeforces.com/problemset/problem/1967/B2,"Google, Amazon, Meta, Uber"
Constructive,K-th Path,2200,Very Hard (2000-2200+),"brute force, constructive algorithms, shortest paths, sortings",https://codeforces.com/problemset/problem/1196/F,"Google, Amazon, Meta, Uber"
Constructive,Salyg1n and Array (hard version),2200,Very Hard (2000-2200+),"constructive algorithms, interactive",https://codeforces.com/problemset/problem/1867/E2,"Google, Uber"
Bitmasks,Permutation Transmission (Easy Version),2200,Very Hard (2000-2200+),"bitmasks, combinatorics, sortings",https://codeforces.com/problemset/problem/2233/E1,"Google, Amazon, Meta, Uber"
DFS/BFS,Mr. Kitayuta's Technology,2200,Very Hard (2000-2200+),dfs and similar,https://codeforces.com/problemset/problem/505/D,"Google, Amazon, Meta"
DFS/BFS,Run for beer,2200,Very Hard (2000-2200+),"dfs and similar, shortest paths",https://codeforces.com/problemset/problem/575/G,"Google, Amazon, Meta, Uber"
Implementation,Shifting,2200,Very Hard (2000-2200+),implementation,https://codeforces.com/problemset/problem/286/B,"Amazon, Meta, Microsoft"
Brute Force,Safe,2200,Very Hard (2000-2200+),brute force,https://codeforces.com/problemset/problem/47/D,"Amazon, Meta"
Graphs,Legacy,2300,Very Hard (2000-2200+),"data structures, graphs, shortest paths",https://codeforces.com/problemset/problem/786/B,"Google, Amazon, Meta, Uber"
Trees,Lomsat gelral,2300,Very Hard (2000-2200+),"data structures, dfs and similar, dsu, trees",https://codeforces.com/problemset/problem/600/E,"Google, Amazon, Meta, Microsoft"
Data Structures,The Child and Sequence,2300,Very Hard (2000-2200+),"data structures, math",https://codeforces.com/problemset/problem/438/D,"Google, Amazon, Meta, Uber"
Two Pointers,Count Pairs,2300,Very Hard (2000-2200+),"math, matrices, number theory, two pointers",https://codeforces.com/problemset/problem/1188/B,"Google, Amazon, Meta, Uber"
Greedy,Grid Xor,2300,Very Hard (2000-2200+),"constructive algorithms, greedy, implementation, interactive, math",https://codeforces.com/problemset/problem/1628/C,"Google, Amazon, Meta, Microsoft"
Number Theory,Devu and Flowers,2300,Very Hard (2000-2200+),"bitmasks, combinatorics, number theory",https://codeforces.com/problemset/problem/451/E,"Google, Amazon, Apple"
Constructive,Two Different,2300,Very Hard (2000-2200+),"constructive algorithms, divide and conquer",https://codeforces.com/problemset/problem/1408/F,"Google, Amazon, Uber"
Combinatorics,Farm Game,2300,Very Hard (2000-2200+),"combinatorics, games",https://codeforces.com/problemset/problem/1942/E,Google
Sorting,Nearest vectors,2300,Very Hard (2000-2200+),"geometry, sortings",https://codeforces.com/problemset/problem/598/C,"Google, Amazon, Meta, Uber"
Trees,Tree and Queries,2400,Very Hard (2000-2200+),"data structures, dfs and similar, trees",https://codeforces.com/problemset/problem/375/D,"Google, Amazon, Meta, Microsoft"
Trees,Xenia and Tree,2400,Very Hard (2000-2200+),"data structures, divide and conquer, trees",https://codeforces.com/problemset/problem/342/E,"Google, Amazon, Meta, Microsoft"
Strings,You Are Given Some Strings...,2400,Very Hard (2000-2200+),"brute force, string suffix structures, strings",https://codeforces.com/problemset/problem/1202/E,"Google, Amazon, Meta"
Number Theory,Cooperative Game,2400,Very Hard (2000-2200+),"constructive algorithms, interactive, number theory",https://codeforces.com/problemset/problem/1137/D,"Google, Uber, Apple"
Union-Find (DSU),Bear and Square Grid,2400,Very Hard (2000-2200+),"dfs and similar, dsu, implementation",https://codeforces.com/problemset/problem/679/C,"Google, Amazon, Meta, Microsoft"
Bitmasks,Make Them Similar,2400,Very Hard (2000-2200+),"bitmasks, brute force, hashing, meet-in-the-middle",https://codeforces.com/problemset/problem/1257/F,"Google, Amazon, Meta"
Shortest Paths,Ship's Shortest Path,2400,Very Hard (2000-2200+),"geometry, shortest paths",https://codeforces.com/problemset/problem/75/E,"Google, Amazon, Uber"
Divide & Conquer,Abracadabra,2400,Very Hard (2000-2200+),divide and conquer,https://codeforces.com/problemset/problem/161/C,"Google, Amazon"
Sorting,Median on Segments (General Case Edition),2400,Very Hard (2000-2200+),sortings,https://codeforces.com/problemset/problem/1005/E2,"Amazon, Meta, Uber"
Implementation,Palindromic Paths,2400,Very Hard (2000-2200+),"implementation, interactive",https://codeforces.com/problemset/problem/1205/C,"Amazon, Meta, Microsoft"
Number Theory,Jzzhu and Apples,2500,Very Hard (2000-2200+),"constructive algorithms, number theory",https://codeforces.com/problemset/problem/449/C,"Google, Uber, Apple"
Bitmasks,Fuzzy Search,2500,Very Hard (2000-2200+),"bitmasks, brute force, fft",https://codeforces.com/problemset/problem/528/D,"Google, Amazon, Meta"
Combinatorics,Red-White Fence,2500,Very Hard (2000-2200+),"combinatorics, fft",https://codeforces.com/problemset/problem/1251/F,Google
Divide & Conquer,A Story of One Country (Easy),2500,Very Hard (2000-2200+),"brute force, divide and conquer, sortings",https://codeforces.com/problemset/problem/1181/E1,"Google, Amazon, Meta, Uber"
Divide & Conquer,Product Tuples,2500,Very Hard (2000-2200+),"divide and conquer, fft",https://codeforces.com/problemset/problem/1218/E,"Google, Amazon"
Implementation,The World Is Just a Programming Task (Hard Version),2500,Very Hard (2000-2200+),implementation,https://codeforces.com/problemset/problem/1239/B,"Amazon, Meta, Microsoft"
Greedy,Least Cost Bracket Sequence,2600,Very Hard (2000-2200+),greedy,https://codeforces.com/problemset/problem/3/D,"Google, Amazon, Uber"
Math,The Sum of the k-th Powers,2600,Very Hard (2000-2200+),math,https://codeforces.com/problemset/problem/622/F,"Google, Uber, Apple"
DFS/BFS,Vova Escapes the Matrix,2600,Very Hard (2000-2200+),"brute force, dfs and similar, divide and conquer, shortest paths",https://codeforces.com/problemset/problem/1898/F,"Google, Amazon, Meta, Uber"
Sorting,Kay and Eternity,2600,Very Hard (2000-2200+),"brute force, implementation, sortings",https://codeforces.com/problemset/problem/685/D,"Amazon, Meta, Microsoft, Uber"
Union-Find (DSU),Communication Towers,2700,Very Hard (2000-2200+),"brute force, divide and conquer, dsu",https://codeforces.com/problemset/problem/1814/F,"Google, Amazon, Meta"
Shortest Paths,Intergalaxy Trips,2700,Very Hard (2000-2200+),"probabilities, shortest paths",https://codeforces.com/problemset/problem/605/E,"Google, Amazon, Uber"
Hashing,Mars,2700,Very Hard (2000-2200+),hashing,https://codeforces.com/problemset/problem/1599/F,"Amazon, Meta"
Brute Force,Binary Cards,2700,Very Hard (2000-2200+),brute force,https://codeforces.com/problemset/problem/949/E,"Amazon, Meta"
Shortest Paths,Infinite Chess,2800,Very Hard (2000-2200+),"implementation, shortest paths",https://codeforces.com/problemset/problem/1765/I,"Google, Amazon, Meta, Microsoft"
Union-Find (DSU),Fairy,2900,Very Hard (2000-2200+),"dfs and similar, divide and conquer, dsu",https://codeforces.com/problemset/problem/19/E,"Google, Amazon, Meta"
Combinatorics,Beautiful Bracket Sequence (hard version),2900,Very Hard (2000-2200+),"combinatorics, probabilities",https://codeforces.com/problemset/problem/1264/D2,Google
Brute Force,Make Symmetrical,2900,Very Hard (2000-2200+),brute force,https://codeforces.com/problemset/problem/1028/F,"Amazon, Meta"
